663
ENST00000589922.1	416608	441383	460995	2	11	176	26
ENST00000590170.1	417199	436257	460995	2	6	187	26
ENST00000590222.1	434701	460570	460995	2	9	193	26
ENST00000591388.1	435770	436533	460995	2	3	202	26
ENST00000590113.2	435770	439029	460995	2	6	205	26
ENST00000516730.1	453133	453244	460995	1	1	211	27
ENST00000315489.4	463345	474982	460995	2	4	212	28
ENST00000382696.3	463466	474879	474982	2	3	216	28
ENST00000591681.1	464145	472630	474982	2	3	219	28
ENST00000587541.1	489175	505341	474982	1	3	222	29
ENST00000592413.1	490045	507812	505341	2	3	225	30
ENST00000346144.4	496453	505346	507812	1	4	228	29
ENST00000215637.3	496453	505346	507812	1	5	232	29
ENST00000382683.4	496499	504964	507812	1	3	237	29
ENST00000359315.5	507298	519653	507812	1	2	240	31
ENST00000588278.1	507499	510371	519653	1	1	242	31
ENST00000215574.4	531713	542091	519653	1	5	243	32
ENST00000586788.1	531768	536714	542091	1	3	248	32
ENST00000606136.1	532059	541584	542091	1	5	251	32
ENST00000607527.1	535836	541584	542091	1	3	256	32
ENST00000606065.1	535836	541584	542091	1	4	259	32
ENST00000586283.2	536950	542085	542091	1	2	263	32
ENST00000606400.1	536993	542096	542091	1	4	265	32
ENST00000607629.1	537009	539031	542096	1	3	269	32
ENST00000593036.2	541218	541584	542096	1	2	272	32
ENST00000592501.1	544033	549730	542096	1	5	274	33
ENST00000264553.3	544033	549918	549730	1	5	279	33
ENST00000589457.1	567211	571744	549918	2	2	284	34
ENST00000588908.1	567228	571735	571744	2	3	286	34
ENST00000590292.1	567310	571733	571744	2	3	289	34
ENST00000588290.1	567409	572214	571744	2	3	292	34
ENST00000346916.4	571296	583492	572214	1	7	295	35
ENST00000545507.2	571304	583492	583492	1	8	302	35
ENST00000333511.3	572564	583489	583492	1	9	310	35
ENST00000576925.2	572571	579978	583492	1	2	319	35
ENST00000573216.1	572571	581375	583492	1	5	321	35
ENST00000353555.4	572577	583492	583492	1	8	326	35
ENST00000590218.1	572595	578211	583492	1	2	334	35
ENST00000572899.1	572595	580694	583492	1	3	336	35
ENST00000573784.1	575046	581401	583492	1	5	339	35
ENST00000574970.1	575051	579628	583492	1	3	344	35
ENST00000576984.1	575220	580774	583492	1	4	347	35
ENST00000571735.1	578847	583491	583492	1	7	351	35
ENST00000251287.2	589892	617158	583492	1	8	358	36
ENST00000589661.1	590276	591602	617158	2	1	366	37
ENST00000591847.1	615885	617158	617158	2	2	367	38
ENST00000588649.2	617222	633596	617158	2	21	369	39
ENST00000592633.1	617223	617987	633596	2	4	390	39
ENST00000587057.1	617226	618750	633596	2	4	394	39
ENST00000589961.1	617268	617801	633596	2	3	398	39
ENST00000590336.1	617277	618745	633596	2	6	401	39
ENST00000586384.1	621599	625085	633596	2	6	407	39
ENST00000590709.2	622534	625253	633596	2	5	413	39
ENST00000590573.2	623460	630167	633596	2	4	418	39
ENST00000607288.1	623518	623981	633596	1	1	422	40
ENST00000588630.1	624724	625508	633596	2	2	423	39
ENST00000592863.1	630098	633524	633596	2	3	425	39
ENST00000607260.1	630628	633503	633596	2	3	428	39
ENST00000564240.1	637104	637536	633596	2	1	431	41
ENST00000591390.1	639878	641589	637536	1	1	432	42
ENST00000586042.2	639894	643702	641589	1	3	433	42
ENST00000215530.5	639894	643702	643702	1	3	436	42
ENST00000166133.3	641177	643702	643702	1	3	439	42
ENST00000292363.5	647525	663276	643702	2	9	442	43
ENST00000586749.1	647529	650593	663276	2	4	451	43
ENST00000590885.2	647809	651916	663276	2	6	455	43
ENST00000591452.1	648098	649118	663276	2	3	461	43
ENST00000605891.1	648933	663193	663276	2	7	464	43
ENST00000592418.1	649678	661401	663276	2	6	471	43
ENST00000589762.2	649678	663232	663276	2	6	477	43
ENST00000591394.1	651384	663183	663276	2	4	483	43
ENST00000591356.1	651609	662889	663276	2	4	487	43
ENST00000606702.1	651609	663160	663276	2	4	491	43
ENST00000606896.1	651609	663197	663276	2	4	495	43
ENST00000592626.1	652357	663162	663276	2	2	499	43
ENST00000591866.1	663481	668062	663276	1	2	501	44
ENST00000166139.4	676391	683384	668062	1	5	503	45
ENST00000606071.1	676396	680332	683384	1	2	508	45
ENST00000591552.2	677941	682053	683384	1	5	510	45
ENST00000588773.1	678060	681793	683384	1	4	515	45
ENST00000589185.1	680033	681755	683384	1	2	519	45
ENST00000592058.1	680714	681942	683384	1	3	521	45
ENST00000592947.1	680714	682204	683384	1	3	524	45
ENST00000591573.1	680750	681770	683384	1	2	527	45
ENST00000605925.1	680750	681808	683384	1	3	529	45
ENST00000329267.7	685520	695459	683384	2	5	532	46
ENST00000469610.1	690380	691174	695459	1	1	537	47
ENST00000264560.7	708952	748327	695459	1	8	538	48
ENST00000587219.1	708974	727389	748327	1	3	546	48
ENST00000592870.1	709096	735047	748327	1	6	549	48
ENST00000338448.5	709100	748328	748327	1	9	555	48
ENST00000586055.1	719077	726172	748328	1	2	564	48
ENST00000586776.1	722503	727087	748328	1	3	566	48
ENST00000589012.1	726137	736138	748328	1	6	569	48
ENST00000593172.1	727785	747297	748328	1	6	575	48
ENST00000592155.1	735029	746770	748328	1	4	581	48
ENST00000590161.1	735032	746770	748328	1	3	585	48
ENST00000587513.1	735054	746608	748328	1	4	588	48
ENST00000215582.6	751125	764318	748328	1	5	592	49
ENST00000606966.1	781001	781861	764318	2	1	597	50
ENST00000606242.1	782754	784947	781861	1	2	598	51
ENST00000586061.1	782795	785079	784947	1	2	600	51
ENST00000591918.2	786649	787036	785079	1	1	602	52
ENST00000356948.6	797074	812319	787036	1	15	603	53
ENST00000350092.4	797391	812326	812319	1	7	618	53
ENST00000590887.1	797424	804581	812326	1	5	625	53
ENST00000349038.4	797424	812319	812326	1	14	630	53
ENST00000586481.1	797426	804938	812326	1	6	644	53
ENST00000586944.1	797427	811288	812326	1	12	650	53
ENST00000585535.1	797431	804701	812326	1	5	662	53
ENST00000394601.4	797451	812319	812326	1	15	667	53
ENST00000589575.1	797461	804938	812326	1	7	682	53
ENST00000587191.2	797485	808761	812326	1	3	689	53
ENST00000587094.1	798427	804082	812326	1	4	692	53
ENST00000592113.1	803574	805140	812326	1	4	696	53
ENST00000585956.1	804622	808645	812326	1	7	700	53
ENST00000587136.1	804857	806659	812326	1	2	707	53
ENST00000592804.1	804917	806035	812326	1	3	709	53
ENST00000577608.1	804939	805000	812326	1	1	712	54
ENST00000589569.1	805118	806044	812326	1	2	713	53
ENST00000589883.1	805507	807027	812326	1	2	715	53
ENST00000589770.1	807569	808732	812326	1	3	717	53
ENST00000585932.1	807858	808666	812326	1	2	720	53
ENST00000585856.1	808284	811020	812326	1	4	722	53
ENST00000359894.2	812517	821951	812326	2	7	726	55
ENST00000520876.3	812517	821966	821951	2	8	733	55
ENST00000583431.1	813583	813652	821966	1	1	741	56
ENST00000517665.1	813757	814748	821966	2	3	742	55
ENST00000519502.1	815185	821966	821966	2	3	745	55
ENST00000592205.1	825096	832016	821966	1	4	748	57
ENST00000233997.2	827825	832016	832016	1	5	752	57
ENST00000234347.5	840962	848174	832016	1	5	757	58
ENST00000544537.2	843340	848174	848174	1	4	762	58
ENST00000590230.1	851013	856241	848174	1	6	766	59
ENST00000263621.1	852290	856241	856241	1	5	772	59
ENST00000327726.6	859452	863452	856241	1	5	777	60
ENST00000592860.1	859689	863237	863452	1	5	782	60
ENST00000395808.3	867961	893217	863452	2	15	787	61
ENST00000607471.1	867962	885908	893217	2	10	802	61
ENST00000589119.1	867962	891130	893217	2	15	812	61
ENST00000606248.1	867962	893215	893217	2	16	827	61
ENST00000312090.6	867962	893217	893217	2	16	843	61
ENST00000269814.4	867963	893199	893217	2	14	859	61
ENST00000325464.1	867963	893217	893217	2	16	873	61
ENST00000606828.1	873535	891147	893217	2	3	889	61
ENST00000592943.1	873535	891147	893217	2	9	892	61
ENST00000586017.1	873535	891147	893217	2	9	901	61
ENST00000592373.1	885821	893157	893217	2	4	910	61
ENST00000586342.1	890983	892814	893217	2	2	914	61
ENST00000384776.1	893483	893589	893217	1	1	916	62
ENST00000361574.5	896502	913230	893589	2	8	917	63
ENST00000589428.1	896527	913218	913230	2	7	925	63
ENST00000587975.1	896553	913239	913230	2	8	932	63
ENST00000586080.1	899643	901235	913239	2	3	940	63
ENST00000590454.1	900075	913209	913239	2	6	943	63
ENST00000591829.1	900819	913203	913239	2	5	949	63
ENST00000590259.1	900822	913203	913239	2	6	954	63
ENST00000589445.1	901490	913150	913239	2	2	960	63
ENST00000592648.1	917286	919535	913239	1	2	962	64
ENST00000234371.5	917349	921014	919535	1	5	964	64
ENST00000606939.1	917502	920709	921014	1	4	969	64
ENST00000585895.1	925780	929497	921014	1	2	973	65
ENST00000263620.3	925999	975938	929497	1	9	975	65
ENST00000592916.1	926061	929507	975938	1	2	984	65
ENST00000585647.1	928256	928816	975938	2	2	986	66
ENST00000592216.1	928677	929362	975938	1	2	988	65
ENST00000587532.1	932508	968506	975938	1	5	990	65
ENST00000585733.1	959166	965269	975938	1	4	995	65
ENST00000590251.2	966546	972063	975938	1	3	999	65
ENST00000590749.2	966786	968794	975938	1	2	1002	65
ENST00000591997.1	983173	990291	975938	1	5	1004	67
ENST00000251289.5	984330	994568	990291	1	10	1009	67
ENST00000587001.2	984331	994552	994568	1	9	1019	67
ENST00000586317.1	984340	990257	994568	1	3	1028	67
ENST00000607440.1	984357	994552	994568	1	9	1031	67
ENST00000591985.2	984357	994556	994568	1	10	1040	67
ENST00000585809.1	984384	991351	994568	1	6	1050	67
ENST00000590397.1	985943	991285	994568	1	6	1056	67
ENST00000591276.1	990646	991333	994568	1	2	1062	67
ENST00000590354.2	991233	994555	994568	1	4	1064	67
ENST00000591155.1	994012	994552	994568	1	2	1068	67
ENST00000594393.1	999600	999951	994568	1	2	1070	68
ENST00000588380.1	999794	1002755	999951	2	3	1072	69
ENST00000234389.3	1000417	1009730	1002755	1	9	1075	70
ENST00000588335.1	1004533	1005277	1009730	1	2	1084	70
ENST00000356663.3	1009646	1021116	1009730	2	11	1086	71
ENST00000593068.2	1009649	1012115	1021116	2	7	1097	71
ENST00000333175.5	1009649	1021113	1021116	2	10	1104	71
ENST00000592618.1	1009650	1011639	1021116	2	4	1114	71
ENST00000592052.1	1009718	1011354	1021116	2	1	1118	71
ENST00000587266.1	1010456	1011973	1021116	2	5	1119	71
ENST00000586285.2	1010693	1011990	1021116	2	6	1124	71
ENST00000586704.1	1010693	1014294	1021116	2	9	1130	71
ENST00000591128.1	1010728	1012315	1021116	2	7	1139	71
ENST00000587644.2	1011255	1012287	1021116	2	4	1146	71
ENST00000607316.1	1011850	1013338	1021116	2	4	1150	71
ENST00000592590.2	1012063	1017421	1021116	2	5	1154	71
ENST00000586250.1	1012111	1014302	1021116	2	4	1159	71
ENST00000589055.2	1012232	1020844	1021116	2	4	1163	71
ENST00000589831.1	1012539	1013637	1021116	2	2	1167	71
ENST00000384627.1	1021520	1021626	1021116	1	1	1169	72
ENST00000263097.4	1026297	1039067	1021626	1	7	1170	73
ENST00000562015.1	1026584	1032693	1039067	1	5	1177	73
ENST00000606983.1	1026609	1038871	1039067	1	6	1182	73
ENST00000348419.3	1026609	1039062	1039067	1	6	1188	73
ENST00000565096.2	1026617	1038025	1039067	1	7	1194	73
ENST00000569352.2	1026627	1037630	1039067	1	5	1201	73
ENST00000562958.2	1026627	1038376	1039067	1	7	1206	73
ENST00000562075.2	1026689	1036675	1039067	1	5	1213	73
ENST00000607102.1	1026689	1036686	1039067	1	2	1218	73
ENST00000566695.1	1030941	1037731	1039067	1	6	1220	73
ENST00000568865.1	1031135	1038062	1039067	1	7	1226	73
ENST00000564572.1	1036797	1039062	1039067	1	1	1233	73
ENST00000585757.1	1038725	1039062	1039067	2	1	1234	74
ENST00000263094.6	1040101	1065567	1039067	1	47	1235	75
ENST00000530703.1	1040114	1041680	1065567	1	2	1282	75
ENST00000524850.1	1040118	1042389	1065567	1	6	1284	75
ENST00000526885.1	1040121	1042742	1065567	1	6	1290	75
ENST00000525238.1	1040125	1042463	1065567	1	4	1296	75
ENST00000531467.1	1041200	1042174	1065567	1	4	1300	75
ENST00000527496.1	1041203	1042102	1065567	1	3	1304	75
ENST00000433129.1	1041360	1065567	1065567	1	46	1307	75
ENST00000435683.2	1042660	1065423	1065567	1	41	1353	75
ENST00000533574.1	1045530	1047552	1065567	1	4	1394	75
ENST00000530092.1	1054076	1055937	1065567	1	5	1398	75
ENST00000525073.2	1056932	1065567	1065567	1	14	1403	75
ENST00000529442.2	1057038	1058155	1065567	1	3	1417	75
ENST00000532194.2	1057038	1059261	1065567	1	6	1420	75
ENST00000525939.1	1062259	1063943	1065567	1	3	1426	75
ENST00000531478.1	1064050	1065570	1065567	1	3	1429	75
ENST00000524383.1	1064657	1065326	1065570	1	3	1432	75
ENST00000539243.2	1065921	1086264	1065570	1	23	1435	76
ENST00000587186.1	1066507	1073221	1086264	1	3	1458	76
ENST00000313093.2	1067173	1086626	1086264	1	23	1461	76
ENST00000587602.1	1067315	1086090	1086626	1	21	1484	76
ENST00000536472.1	1067315	1086090	1086626	1	21	1505	76
ENST00000591293.1	1067317	1080961	1086626	1	4	1526	76
ENST00000590214.1	1067325	1086624	1086626	1	23	1530	76
ENST00000586866.1	1067496	1086626	1086626	1	23	1553	76
ENST00000543365.1	1071219	1086626	1086626	1	22	1576	76
ENST00000592335.1	1071511	1073290	1086626	1	2	1598	76
ENST00000586033.1	1073581	1074722	1086626	1	5	1600	76
ENST00000590577.1	1077441	1086626	1086626	1	13	1605	76
ENST00000586937.1	1081187	1082954	1086626	1	3	1618	76
ENST00000590512.1	1082519	1083327	1086626	1	3	1621	76
ENST00000586378.1	1082784	1085994	1086626	1	4	1624	76
ENST00000592297.1	1082839	1086598	1086626	1	3	1628	76
ENST00000591169.1	1082937	1086213	1086626	1	4	1631	76
ENST00000590060.1	1086593	1088641	1086626	2	3	1635	77
ENST00000586746.1	1086874	1095352	1088641	2	8	1638	77
ENST00000215587.7	1088146	1095597	1095352	2	8	1646	77
ENST00000586817.1	1088165	1095373	1095597	2	7	1654	77
ENST00000591767.1	1088319	1095334	1095597	2	8	1661	77
ENST00000586215.1	1088422	1089928	1095597	2	2	1669	77
ENST00000585838.1	1088634	1092344	1095597	2	7	1671	77
ENST00000589737.1	1088663	1095373	1095597	2	7	1678	77
ENST00000591709.1	1091499	1095359	1095597	2	3	1685	77
ENST00000592597.1	1093728	1095347	1095597	2	2	1688	77
ENST00000354171.8	1103935	1106777	1095597	1	7	1690	78
ENST00000589115.1	1104006	1106785	1106777	1	6	1697	78
ENST00000593032.1	1104066	1106441	1106785	1	6	1703	78
ENST00000588919.1	1104071	1106786	1106785	1	7	1709	78
ENST00000585362.2	1104414	1105508	1106786	1	3	1716	78
ENST00000587648.1	1105109	1106562	1106786	1	6	1719	78
ENST00000592940.1	1105183	1106786	1106786	1	5	1725	78
ENST00000585480.1	1105452	1106777	1106786	1	5	1730	78
ENST00000587932.1	1105583	1105846	1106786	1	1	1735	78
ENST00000361757.3	1107635	1174281	1106786	2	32	1736	79
ENST00000587024.1	1107639	1174254	1174281	2	32	1768	79
ENST00000438103.2	1107640	1132219	1174281	2	29	1800	79
ENST00000587673.1	1108563	1111676	1174281	2	7	1829	79
ENST00000586109.1	1109499	1111060	1174281	2	3	1836	79
ENST00000592222.1	1115354	1132219	1174281	2	14	1839	79
ENST00000590446.1	1117394	1120116	1174281	2	4	1853	79
ENST00000590998.1	1127658	1155134	1174281	2	5	1857	79
ENST00000590176.1	1127659	1173772	1174281	2	5	1862	79
ENST00000587655.1	1127708	1168941	1174281	2	5	1867	79
ENST00000585748.1	1189405	1219384	1174281	1	3	1872	80
ENST00000591146.1	1203207	1203819	1219384	1	1	1875	81
ENST00000326873.7	1205739	1228427	1219384	1	10	1876	80
ENST00000593219.1	1206814	1223171	1228427	1	9	1886	80
ENST00000589152.1	1206822	1228010	1228427	1	8	1895	80
ENST00000585851.1	1206867	1220615	1228427	1	3	1903	80
ENST00000586358.1	1207089	1221339	1228427	1	5	1906	80
ENST00000591133.1	1220011	1222007	1228427	1	3	1911	80
ENST00000586243.1	1221211	1227855	1228427	1	5	1914	80
ENST00000585465.1	1223146	1228092	1228427	1	3	1919	80
ENST00000590083.1	1228285	1238025	1228427	2	9	1922	82
ENST00000382477.2	1229177	1237989	1238025	2	10	1931	82
ENST00000591127.1	1229946	1235083	1238025	2	6	1941	82
ENST00000215376.6	1229946	1237989	1238025	2	9	1947	82
ENST00000589260.1	1234572	1237844	1238025	2	6	1956	82
ENST00000592843.1	1238177	1239520	1238025	1	3	1962	83
ENST00000395633.1	1241748	1244822	1239520	1	5	1965	84
ENST00000215375.2	1241748	1244823	1244822	1	4	1970	84
ENST00000592624.1	1241766	1243352	1244823	1	1	1974	84
ENST00000590265.1	1241768	1244823	1244823	1	4	1975	84
ENST00000588538.1	1241815	1244823	1244823	1	3	1979	84
ENST00000591660.1	1241818	1244784	1244823	1	5	1982	84
ENST00000591249.1	1242326	1244539	1244823	1	3	1987	84
ENST00000589478.1	1244055	1244823	1244823	1	2	1990	84
ENST00000586757.1	1248551	1251899	1244823	1	4	1992	85
ENST00000300952.2	1248551	1259138	1251899	1	8	1996	85
ENST00000591446.2	1249886	1259141	1259138	1	7	2004	85
ENST00000591302.1	1251259	1254235	1259141	1	3	2011	85
ENST00000586843.1	1251620	1254300	1259141	1	4	2014	85
ENST00000590136.1	1253682	1254301	1259141	1	2	2018	85
ENST00000588030.1	1259383	1273170	1259141	1	7	2020	86
ENST00000588411.1	1261154	1271431	1273170	1	4	2027	86
ENST00000592467.1	1261164	1264570	1273170	1	2	2031	86
ENST00000591622.1	1261340	1264570	1273170	1	2	2033	86
ENST00000592051.1	1261380	1271027	1273170	1	3	2035	86
ENST00000589161.1	1261819	1264696	1273170	1	2	2038	86
ENST00000589660.1	1266651	1272640	1273170	1	7	2040	86
ENST00000589266.1	1266801	1272994	1273170	1	5	2047	86
ENST00000588090.1	1267086	1272730	1273170	1	7	2052	86
ENST00000592815.1	1267152	1271043	1273170	1	2	2059	86
ENST00000591935.1	1267227	1274478	1273170	1	7	2061	86
ENST00000586548.1	1267337	1272026	1274478	1	6	2068	86
ENST00000585913.1	1267410	1274831	1274478	1	8	2074	86
ENST00000585832.1	1268164	1270239	1274831	2	2	2082	87
ENST00000593128.1	1269329	1272550	1274831	1	6	2084	86
ENST00000589710.1	1269329	1273138	1274831	1	6	2090	86
ENST00000588230.1	1269330	1272475	1274831	1	7	2096	86
ENST00000591097.1	1269330	1272602	1274831	1	5	2103	86
ENST00000590704.1	1269330	1272775	1274831	1	5	2108	86
ENST00000413636.2	1269330	1273107	1274831	1	6	2113	86
ENST00000586472.1	1269330	1273170	1274831	1	8	2119	86
ENST00000589686.1	1269330	1274361	1274831	1	7	2127	86
ENST00000593093.1	1269330	1274805	1274831	1	4	2134	86
ENST00000590347.1	1269331	1274803	1274831	1	6	2138	86
ENST00000593283.1	1269333	1271492	1274831	1	3	2144	86
ENST00000587169.1	1269333	1274805	1274831	1	6	2147	86
ENST00000444172.2	1269333	1274805	1274831	1	6	2153	86
ENST00000593048.1	1269334	1272598	1274831	1	6	2159	86
ENST00000587323.1	1269335	1272526	1274831	1	6	2165	86
ENST00000320936.5	1269335	1273170	1274831	1	7	2171	86
ENST00000592412.1	1269342	1272390	1274831	1	5	2178	86
ENST00000586636.1	1269345	1274878	1274831	1	8	2183	86
ENST00000591055.1	1269346	1272801	1274878	1	6	2191	86
ENST00000591376.1	1269346	1274878	1274878	1	7	2197	86
ENST00000587896.1	1269348	1272548	1274878	1	7	2204	86
ENST00000589235.1	1269348	1274808	1274878	1	7	2211	86
ENST00000591659.1	1269349	1271637	1274878	1	4	2218	86
ENST00000585914.1	1269350	1274771	1274878	1	9	2222	86
ENST00000590171.1	1269354	1272372	1274878	1	6	2231	86
ENST00000600215.1	1269821	1270138	1274878	2	1	2237	87
ENST00000588344.1	1270272	1271244	1274878	1	2	2238	86
ENST00000585630.1	1270864	1272674	1274878	1	6	2240	86
ENST00000586773.1	1270883	1274593	1274878	1	6	2246	86
ENST00000587812.1	1271165	1272055	1274878	1	2	2252	86
ENST00000592234.1	1271547	1274808	1274878	1	5	2254	86
ENST00000590188.1	1272915	1274438	1274878	1	2	2259	86
ENST00000588917.1	1273346	1274808	1274878	1	3	2261	86
ENST00000586555.1	1273502	1274579	1274878	1	2	2264	86
ENST00000409293.4	1275025	1279226	1274878	1	3	2266	88
ENST00000469144.1	1275944	1279226	1279226	1	3	2269	88
ENST00000590269.1	1276091	1278834	1279226	1	3	2272	88
ENST00000485191.1	1276091	1279220	1279226	1	2	2275	88
ENST00000585716.2	1277869	1279247	1279226	1	2	2277	88
ENST00000344663.3	1285889	1378429	1279247	1	14	2279	89
ENST00000215368.2	1286152	1301429	1378429	1	4	2293	90
ENST00000494093.1	1307402	1307719	1378429	2	1	2297	91
ENST00000590086.1	1321223	1322862	1378429	1	2	2298	92
ENST00000592374.1	1354709	1357088	1378429	1	3	2300	89
ENST00000588351.1	1354920	1357497	1378429	1	3	2303	89
ENST00000591337.1	1354975	1360671	1378429	1	5	2306	89
ENST00000590866.1	1354977	1359892	1378429	1	4	2311	89
ENST00000588810.1	1356321	1360596	1378429	1	5	2315	89
ENST00000591433.1	1356321	1371477	1378429	1	12	2320	89
ENST00000591806.1	1356321	1378428	1378429	1	13	2332	89
ENST00000311401.5	1356322	1378429	1378429	1	14	2345	89
ENST00000587460.1	1356362	1376915	1378429	1	14	2359	89
ENST00000415183.3	1356362	1376915	1378429	1	14	2373	89
ENST00000590695.1	1356976	1360629	1378429	1	3	2387	89
ENST00000586996.1	1361899	1366349	1378429	1	3	2390	89
ENST00000585399.1	1369102	1370776	1378429	1	3	2393	89
ENST00000586067.1	1371321	1376863	1378429	1	3	2396	89
ENST00000591627.1	1372097	1376915	1378429	1	2	2399	89
ENST00000591453.1	1372236	1376915	1378429	1	2	2401	89
ENST00000588888.1	1373505	1376915	1378429	1	2	2403	89
ENST00000587059.1	1376771	1377236	1378429	2	2	2405	93
ENST00000589673.1	1376771	1377518	1378429	2	2	2407	93
ENST00000546283.1	1383525	1393543	1378429	1	8	2409	94
ENST00000233627.9	1383629	1395582	1393543	1	8	2417	94
ENST00000545446.1	1383882	1395582	1395582	1	6	2425	94
ENST00000543289.1	1383888	1395582	1395582	1	5	2431	94
ENST00000538662.1	1383898	1393875	1395582	1	6	2436	94
ENST00000539480.1	1383898	1394868	1395582	1	8	2442	94
ENST00000436115.2	1383902	1393708	1395582	1	6	2450	94
ENST00000313408.7	1383902	1395579	1395582	1	7	2456	94
ENST00000534853.1	1383905	1395574	1395582	1	8	2463	94
ENST00000546172.3	1383916	1395426	1395582	1	9	2471	94
ENST00000414651.2	1383921	1393530	1395582	1	7	2480	94
ENST00000538929.1	1384049	1393324	1395582	1	7	2487	94
ENST00000538523.1	1387743	1393547	1395582	1	6	2494	94
ENST00000540530.1	1387803	1395545	1395582	1	7	2500	94
ENST00000535382.1	1387998	1395582	1395582	1	6	2507	94
ENST00000539882.1	1388023	1388797	1395582	1	2	2513	94
ENST00000591358.1	1391840	1395582	1395582	1	1	2515	94
ENST00000501448.1	1392168	1396465	1395582	2	3	2516	95
ENST00000585596.1	1393564	1394865	1396465	2	3	2519	95
ENST00000589734.1	1393576	1394876	1396465	2	3	2522	95
ENST00000252288.2	1397090	1401541	1396465	2	6	2525	96
ENST00000447102.3	1398251	1401568	1401541	2	5	2531	96
ENST00000591788.1	1398598	1399589	1401568	2	4	2536	96
ENST00000336761.6	1407567	1435718	1401568	1	13	2540	97
ENST00000233078.4	1407611	1435685	1435718	1	12	2553	97
ENST00000586579.1	1407675	1428901	1435718	1	7	2565	97
ENST00000592522.1	1407706	1422421	1435718	1	7	2572	97
ENST00000592453.1	1407733	1430005	1435718	1	8	2579	97
ENST00000590419.1	1409822	1418707	1435718	1	4	2587	97
ENST00000586403.1	1413899	1414733	1435718	1	2	2591	98
ENST00000587833.1	1415738	1421230	1435718	1	5	2593	97
ENST00000589484.1	1415968	1435679	1435718	1	10	2598	97
ENST00000585485.1	1426347	1435679	1435718	1	5	2608	97
ENST00000587079.1	1428895	1435360	1435718	1	5	2613	97
ENST00000589874.1	1432041	1435674	1435718	1	1	2618	97
ENST00000591999.1	1433736	1435028	1435718	1	2	2619	97
ENST00000233609.4	1438357	1440492	1435718	1	4	2621	99
ENST00000586686.2	1438385	1440582	1440492	1	4	2625	99
ENST00000591032.1	1438398	1440488	1440582	1	4	2629	99
ENST00000592623.1	1438399	1440491	1440582	1	3	2633	99
